sentiment	text
negative	RT @kasamatsundere: Подключил турбо-кнопку. Интернет заработал еще медленнее. Спс, мегафон.&lt;/3
neutral	Вологда – Tele2, альтернативный оператор мобильной связи, объявляет о получении федеральной лицензии на работу в качестве виртуального моби
neutral	На территории Филиппин и и Таджикистана абоненты Tele2 могут пользоваться мобильным интернетом и услугой автоматического голосового роуминг
negative	О непростой доле отношений с #Билайн: как меня лишили мобильного интернета http://t.co/6yfMDkwyPI
negative	RT @theemattgoral: У меня одного вчера вечером не работал интернет (МТС)?
neutral	Телеканал, который открывает Ростелеком, создан при помощи радио и телевидения &amp;quot;Россия&amp;quot;.
neutral	RT @hotchern: МегаФон выплатит дивиденды за 2013 год на 39.996 млрд руб
neutral	Вологда – Tele2, альтернативный оператор мобильной связи, 19 октября 2013 года приглашает жителей Вологды принять участие в благоустройстве
neutral	Оператор мобильной связи «МегаФон» установил рост уровня потребления интернет-трафика и других услуг связи после приобретения нового смартф
neutral	руководство ростелекома волга нижний новгород http://t.co/31TbgyWAtr #ростелекома
neutral	Разбудите меня завтра в 7, если не будете спать. 8775422 МТС, 2460361 дом.
neutral	Сотовый оператор «Мегафон» купил у холдинга Garsdale 25% компании «Евросеть» за 657 миллионов долларов. Об этом говорится в сообщении опера
positive	«Билайн» создает удобное web-пространство для корпоративных клиентов http://t.co/XXcAU8lArn
neutral	по парамаунту реклама ростелеком  и гик-пикник в питере.
positive	Билайн уже давно лте для айфонов сделал :)
positive	Tele2 предложил абонентам воспользоваться услугой переносимости номеров не только в своих супермаркетах связи, но в салонах партнеров
neutral	Сегодня в Мегафоне видела Фаника, однако здравствуйте.
positive	RT @AlexKoshykov: #МТС заработал в метро на салтовской линии, хоть пока и не на всех участках. #победа #харьков
positive	Теперь абоненты Tele2 могут быстро и просто получать информацию об активированных подписках и их стоимости.
positive	В первом квартале 2014 года Tele2 расширила сеть дистрибуции на территории Вологодской области.
negative	RT @penstermeko: БИЛЕТ РЖД КУПЛЕННЫЙ ЧЕРЕЗ МЕГАФОНОВСКИЙ ИНТЕРНЕТ КАРТОЧКОЙ СБЕРБАНКА С ДОСТАВКОЙ ПОЧТОЙ РОССИИ ОТКРЫВАЕТ ВРАТА В АД
neutral	У кого домашнее телевидение МГТС от МТС?
negative	Мегафон в Сочи ловит отстойно) да,я рад этому) збс что нет связи)
negative	@AppleJesus Не слышал что-нибудь о пропаже LTE у Билайна? Третий день только 3G причем там, где уверенно ловило LTE.
neutral	билайн интернет дома скачать программу http://t.co/pSkx1dpyJA
neutral	Экскурсия в музей связи Ростелекома
negative	Я тупак! У меня 4s мегафон. Чтобы заработало, надо сделать что? Просто симку заменить? Или ещё услугу какую-то подключить. Что им сказать?
negative	На рекламном щите @ru_mts Нагиев и Дед Мороз в исподнем, походу Новый год без подарков будет. Главное соль на спички обменять успеть.
neutral	Друзья мои. На время моего отсутствия я доступен на мтс. Кому нужен номер пишите в личку. На теле2 не звонить.
negative	@MegaFonUralhelp почему оплаченная услуга не предоставляется? Деньги должны возвращаться? Или только воровать умеете?
positive	@Beeline_srt @Beeline_RUS всё спасибо, заработал сайт.
neutral	Москва – Tele2, альтернативный оператор мобильной связи, арендовал офис в бизнес-центре «Метрополис»
positive	"Компания ""Мобильные ТелеСистемы"" (МТС) предоставила абонентам возможность в роуминге совершать звонки за счет вызываемого абонента. Пользов"
neutral	RT @xifupyfojate: база данных мтс 2014 торрент http://t.co/gAYA99C4pc
negative	Зелено-синие и полосатки бывают хуже. Вот у нас стартовал Ростелеком и скоро придет Йота как оператор-очень надеюсь, без мегафона.
neutral	ну или куплю Билайн.
negative	RT @ruscivworld: Меня МТС уже затрахал просто своими бонусами, халявным интернетом и мерседесами... Кто-нибудь знает, как на них надавить, …
neutral	Вобщем если что звоните. МТС наш с мамой общий номер 79194651394
negative	Короче ничерта твиты не уходят. Долбанный мегафон.
neutral	Драйвер на модем мтс http://t.co/wTpSMwi4yl
negative	Ненавижу мтс, так как звоню полтора часа и не могу дозвониться
neutral	RT @baranovartyom: Голосую за BeelineKZ http://t.co/Vq7oMLroe4 с помощью @award_kz
neutral	"T-Systems подписала сервисное соглашение с ""Ростелекомом"".Компания T-Systems объявила о подписании Service Level Agreement (SLA) с ""Ростеле"
positive	Из года в год Tele2 подтверждает статус одной из самых динамичных компании российского телекоммуникационного рынка.
negative	Уже белорецк и сибай пользуются LTE сетями… а Магнитогорск раза в 3 больше и все на 3G сидим… позор #megafon
neutral	Вологда – Tele2 подводит итоги необычного эксперимента, прошедшего 5 июля 2014 года на «Пикнике Voices»
neutral	В рамках всероссийской кампании «Скажи свое слово» Вологда – Tele2 22 декабря 2013 года приглашает жителей Вологды принять участие в благоу
neutral	RT @mybugaqizewam: Драйвер для модема билайн zte mf 180 http://t.co/ipoROdkq9q
negative	"@MegaFonHelp Проблема с тел. Не подключается к сети GSM. С другой симкой все ОК. Когда пытаешься звонить на него - сообщение ""Ошибка вызова"""
negative	@LuckyAnn2 в Крыму только 2g от мтс и то не везде)
negative	И да... 3G-#мтс-модем абсолютно бесполезен на даче, ибо в деревне у нас тупо нет 3G... жизнь-боль...
neutral	По итогам 2013 года 74% телефонов и коммуникаторов в сети Tele2 поддерживают услуги передачи данных.
neutral	http://t.co/jEVeIn2dva билайн модем обновление usb
negative	Прилетела в Россию, а меня даже Мегафон не поздравил с прибытием домой. Вот обидка-то!
positive	"Компания ""МегаФон"" запустила первую базовую станцию в Северо-Кавказском федеральном округе, получающую энергию от солнечных батарей. Базова"
positive	Tele2 Россия приняла первых абонентов, перешедших с сохранением своего мобильного номера
neutral	Блиин помогите!!как отправить деньги с телефона на другой? Билайн
negative	В салоне мтс. У моей подруги жестко тупит интернет
positive	Подумываю о МТС
neutral	5 ноября вологодских предприятия «Инвестстрой», «Логасофт», «Облтехавто» и «Ростелеком» в присутствии городских властей заключили соглашени
negative	побуквенный инет-тариф - вот что еще не приходило в голову МТС.
negative	@Beeline_RUS при раздвоенном трафике почему иногда списываются ночью там ведь безлимит после часу?тариф хайвей50 ростовская обл.
neutral	"Мне нравится ""V Центурия. В поисках зачарованных сокровищ [16+]"" на канале ""REN-TV (Спутник)"" #Интерактивное ТВ, #Ростелеком"
neutral	Tele2 приглашает вологодских профессиональных фотографов и любителей принять участие в выставке «Галерея перемен».
neutral	"Вчера в центре ""Мегафон"" спросили, какой фирмы у меня"
neutral	RT @nedlik: скачать базу данных теле2 торрент http://t.co/Vmz3gHknOq
neutral	RT @xuxuvoleluly: «Ростелеком» подсчитал ущерб от наводнения на Алтае
neutral	Путин поручил правительству наладить биржевую торговлю газом. на международной товарно-сырьевой бирже в Санкт-Петербурге (СпбМТСБ)должны ст
neutral	RT @Beeline_RUS: Ребята из @lizaalertorg ищут пропавших детей, а мы поддерживаем их горячую линию. Надеемся, что номер не пригодится. http:…
positive	"""Ростелеком"" получил путевку в Крым // Оператор открывает филиал #RT"
neutral	мегафон 4g инструкция http://t.co/og3mNyB5nI #мегафон #инструкция
neutral	Opera mini для мтс http://t.co/2QmMTSpq8h
neutral	Как проверить баланс на МТС?
negative	МТС предупредил Крым: связь сильно испортится или пропадет вовсе
positive	Tele2 сообщает о распродаже красивых номеров и обновлении базы золотых и серебряных номеров в интернет-магазине http://t.co/SkWikVzbwY
neutral	Вологда – Tele2 начал блокировать рассылки сообщений, поступающих с буквенно-символьных и коротких номеров из сетей других операторов.
negative	У меня также Ростелеком виснет и отваливается на пол-дня.
neutral	15 июля 2014 г. Вологда. Северо-Западный филиал компании &amp;laquo;МегаФон&amp;raquo; подвел итоги работы сети 4G+ в Вологодской области. С момент
negative	МТС - мудаки. Но решается всё просто - сменой оператора с сохранением номера.
neutral	Проект &amp;quot;Йога на яркой стороне&amp;quot; возобновится в Краснодаре с 21-го июня, благодаря усилиям ОАО &amp;quot;ВымпелКом&amp;quot; и парку Победы
neutral	Интернет-магазин МТС в Москве и Подмосковье. Розничная сеть МТС - крупнейший в России операторский ритейлер https://t.co/AnTUkXGaYB
neutral	24 января состоялась церемония присвоения базовой станции компании «МегаФон» имени двукратной олимпийской чемпионки по биатлону Анны Богали
neutral	«Ростелеком» стал партнером всероссийского конкурса «Поколение i» на создание лучшего интернет-проекта для детей, организуемого Фондом подд
positive	Натуль, спам и деньги - это у всех операторов. От билайна у меня интернет на службе - не нарадуюсь.
neutral	До 31 июля абонентам, купившим смартфоны MegaFon Login 2, предоставляется возможность подключить тарифную опцию &amp;laquo;Год для двоих&amp;raquo;
neutral	Главные спортивные события 2014 года в Сочи посетили 23 тысячи абонентов Tele2 из 35 регионов России.
neutral	Кандидатура Михаила Носкова на пост генерального директора компании Tele2 была одобрена всеми акционерами.
neutral	Вологда – Tele2 сообщает об открытии нового салона, расположенного по адресу ул. Зосимовская, 91
neutral	“МТС ТВ”: перед стартомНа фоне многочисленных разговоров о “насыщении рынка” и будущих слияниях и поглощениях, в самое ближайшее время в Ро
neutral	"@Beeline_RUS наконец. Рада вам. У меня ""все за 150"", как я могу посмотреть остаток трафика? Спасибо"
neutral	RT @aubdheekqqbq: Интернет на телефон мегафон тарифы http://t.co/Z3YbxWxjLu
positive	По итогам 2013 года ОАО «Теле2-Санкт-Петербург» продемонстрировало умеренно высокие финансовые результаты
negative	Целый день сегодня на даче мучился с интернетом, связь все время обрывалась, кое-как сделал один пост, и за то - спасибо модему МТС. Но! От
neutral	&amp;nbsp;Один из &amp;nbsp;самых популярных операторов России объявил о создании нового школьного портала. Компания МТС на экономическом форуме, к
neutral	инструкция к андроиду телефон мтс http://t.co/tIRzOqIrYI #андроиду #к
neutral	RT @moqegijubezo: «Мегафон» в Сургуте: перебоев со связью больше быть не должно
positive	Шокирующая новость! У директора Мегафона - БиЛайн!
negative	"Ваше имя Достали Организация 55 Тип отзыва 1 Текст отзыва Мегафон ""уроды"", когда доходит до разбирательств списали пары за ошибочно подключе"
neutral	инструкция в установке модема мтс http://t.co/pAz0NSIQ4r #в
neutral	обновление программы модема билайн http://t.co/B6DexERCZO
neutral	В рамках проекта «Скажи свое слово» Tele2 объединяет активных и небезразличных людей и помогает им по-новому взглянуть на городское простра
neutral	Tele2 Вологда подводит итоги технического развития сети в I квартале 2014 года
neutral	инструкция по смартфону мтс 972 http://t.co/3e3I0OmlE4 #смартфону
neutral	@MegaFonDV_Help не отправляется, нужно добавлять в читатели
negative	Все, перехожу с мтс на другого оператора - в мтс нет живых людей - только голосовые меню...
neutral	В Питере так и называется - музей связи, на Почтамтской, недалеко от Исаакиевского собора.
neutral	одноклассники на телефон мтс635 http://t.co/PX1XdAJwu4
neutral	"Мне нравится """"Новая волна-2014"". Трансляция из Юрмалы"" на канале ""Россия 1"" #Интерактивное ТВ, #Ростелеком"
neutral	@rernsivi88, Tele2 назначила Вадима Гончарова техническим директором макрорегиона «Юг» ...
neutral	3g обновление мегафон модем http://t.co/iYOJLCOXvm
neutral	@ru_mts Как настроить ммс сообщения?
negative	БИЛЕТ РЖД КУПЛЕННЫЙ ЧЕРЕЗ МЕГАФОНОВСКИЙ ИНТЕРНЕТ КАРТОЧКОЙ СБЕРБАНКА С ДОСТАВКОЙ ПОЧТОЙ РОССИИ ОТКРЫВАЕТ ВРАТА В АД
positive	мтс меня пока не расстраивает, плачу 500 р, звонки смс и 3 гига инета.
neutral	В «Видеопрокате» Интерактивного ТВ «Ростелекома» появились мировые&amp;#8230;
neutral	модем мегафон е352b инструкция по применению http://t.co/ZHJvMQ6nvl #применению #инструкция
neutral	RT @megafonru: @SiliconBangalor уточните, в каком городе наблюдались сложности со связью в метро? При ответах просим соблюдать культуру общ…
neutral	"МТС воровать стал явно когда БиЛайн запустил рекламку о ""честности"" но многие еще помнят как из-за некорректных настроек"
neutral	http://t.co/1rhwXV0B0h для модема мегафон драйвера usb
neutral	Мегафон подготовил ребрендинг. Новый логотип, цвета и оформление всего. Очень крутые варианты, но какой будет финальным …
neutral	Огромное спасибо  #&amp;lrm;МегаФон  и лично  Юлии Бойцово й за приглашение зрителем на &amp;quot;Вечерний Ургант&amp;quot;: по телевизору программу
negative	http://t.co/4NCaaaBtH7 СКАЧАТЬ ТОРРЕНТ БАЗА ДАННЫХ МТС
negative	@megafonru вы каждого новосибирца спрашиваете уже год, а инета все нет.
neutral	ребят я на мегафоне до завтра,если что набирайте туда,мир
negative	http://t.co/RJzaChSjSx СКАЧАТЬ ТОРРЕНТ БАЗА ДАННЫХ МТС
neutral	Вологда – Tele2 приобрела учебное и бытовое оборудование для Вытегорского социально-реабилитационного центра для несовершеннолетних «Семья»
neutral	RT @Almazoff: Наследие Саакашвили ы Тбилиси. #morebeeline #galaxykzoom #georgia #tbilisi http://t.co/4ZWJ03vt3B
neutral	@vsenabort @lentiayhsn @Samuil_Shpeller @YaroslavValchuk @_KartofelniyElf @simonmerkader MegaFon это во Львове или в Тернополе?
negative	чо за фигня.. Мтс должен снимать по 3руб в сутки,а снимает по 60.-.
negative	Мтс в Назарово - это ад
neutral	Tele2 призывает готовить сани летом.Tele2 выступает телекоммуникационным партнером фестиваля оригинальных самодельных саней «Summer SaniDay
neutral	Тема: Спросить у форумчан....На против вокзала есть офис Билайна и в &amp;quot;ГИГе&amp;quot; Где пешеходный переход от вокзала к морю.Ещё можно во
neutral	Новая петербургская достопримечательность от Теле2
neutral	Новая опция от Мегафона «Вся Россия» для путешествий.  далее #RT
neutral	@megafonru сколько стоит смс с мегафона на мегафон с Подмосковья в Крым и наоборот?
neutral	Компания Tele2 подвела итоги одного из самых масштабных проектов в истории компании - «Скажи свое слово».
negative	Как мало интернета у МТС в МЛДД :с
neutral	@MegaFon_CF_Help @andrey_snegovik Тогда другой вопрос - когда будет голос на 4G ?
neutral	@BusinkaRu Чтобы исправить ситуацию, нужен  Ваш номер. Пож-та, отправьте его и описание проблемы на pomogite@beeline.ru. Спасибо!
neutral	http://t.co/5RUV81tYoS модем драйвера для билайн на windows 7
neutral	RT @den9608: Игры на телефон мтс 955 скачать на телефон http://t.co/YwUylHJdPD
neutral	Вологда – Tele2, альтернативный оператор мобильной связи, объявляет о старте акции «Спасибо за стойкость». В рамках акции сотовый оператор
neutral	"Перешел на новый тариф Билайн ""Все за 300"". Раньше платил 650р. Сейчас трафика не -+,4, а 2 Гб. Минут поменьше правда."
positive	RT @VEchina48: Оператор МТС первым среди российских операторов предоставляет абонентам возможность в роуминге совершать звонки за счет вызы…
neutral	RT @AVSoloviev: Выложили тут ролик, который мы снимали для #билайн http://t.co/eYoyg3nSJD… http://t.co/fgWYWPBIKv
neutral	http://t.co/BX90jG4AbQ специалиста омтс инструкция должностная
neutral	Подскажите,нихрена не понимаю( Стоит фригейт на хроме. Навального,ежа.грани открывает. Шалтая-не хочет. провайдер билайн.
neutral	Система видеонаблюдения «Ростелекома» успешно отработала в дополнительный период ЕГЭ.Система видеонаблюдения, организованная «Ростелекомом»
neutral	RT @chasoroono: ВТБ заработал на продаже 50% «Tele2 Россия» 12% годовых
positive	"Ставлю 10 баллов фильму ""Эд Стаффорд: Голое выживание. Часть 2 (Discovery)"" из «Видеопроката» Интерактивного ТВ Ростелеком"
positive	Андроед, мегафон, пост открывается нормально, все быстро летает. Ищи проблему у себя.
neutral	Вологда – Tele2 объявляет о старте открытого онлайн-аукциона по продаже золотых и платиновых номеров. Первые торги состоялись 5 марта.
positive	Фри вай-фай от билайна, ты классный :3
positive	#RT У пацана, который мне вчера сим-карту в мегафоне оформлял фамилия Самец.
neutral	Тарифы МТС для особых случаев
neutral	Пока по Билайну водят экскурсии, я на него смотрю
negative	хоть этот факт меня порадовал...завтра снова в МТС..будь оно неладно!
neutral	http://t.co/4DLic5lPrD обновление смартфона прошивки evo мтс http://t.co/OjGn6PAxAW
negative	МТС гори в аду!!
negative	RT @Megerra: @megafonru @alexeyenko @SiliconBangalor чуваки, ну какая культура общения без интернета, камон
neutral	Вологда – Tele2 с 1 декабря 2013 года начал принимать заявления от абонентов на перенос номера.
neutral	@19Sayan на данный момент Интернет-Помощник работает корректно. ^СН #МТС
neutral	@vladius99 приносим извинения за возможные неудобства. На данный момент сервис работает в полном объеме. ^СН #МТС
neutral	@Cucushon сейчас сервис работает в полном объеме. Когда последний раз отправляли запрос? ^СН #МТС
negative	@ru_mts @Cucushon менее часа назад. Сообщения с подтверждением транзакции до сих пор нет.
positive	"Компания ""Мобильные ТелеСистемы"" (МТС) объявила о запуске в коммерческую эксплуатацию сети ""четвертого поколения"" (4G) LTE в Саратовской об"
neutral	RT @waruzeqijuv: МТС и Opera представили магазин мобильных приложений App Market
negative	@MegaFonHelp неполадки всегда одного рода: нет мобильного интернета. В метро спустился - нет, около большого скопления людей - тоже нет
neutral	@MegaFonHelp голос проходит без проблем.
neutral	Драйвера на модем билайна http://t.co/qIc29GLfYb
positive	"Компания ""ВымпелКом"" (бренд ""Билайн"") запустила 3G на станциях третьей (""зеленой"") линии петербургского метрополитена ""Приморская"", ""Василе"
neutral	@eherrero89 на данный момент ситуация актуальна? Напишите, пожалуйста, нам подробности. ^СН #МТС
neutral	МТС запускает второй этап конкурса «Мегабайты славы».Сразу после подведения итогов первого этапа конкурса «Магабайты славы» компания МТС за
neutral	@qkrtnwls6497 если ситуация повторится - напишите, пожалуйста, нам подробности, указав: http://t.co/ETLqGM3mUP. ^СН #МТС
neutral	мегафон tp-ds1 инструкция по применению http://t.co/Zsiqh6Mf8m #по #мегафон
neutral	@NKarpova37 чем вызван данный tweet? Напишите, пожалуйста, нам подробности. ^СН #МТС
neutral	RT @nanaxipovady: МТС нацелился на половину «Связного»
negative	RT @shatcu: @megafonru Подскажите, каким образом на тарифе, платные услуги у вас сами подключаются? Вам все мало, мародеры?
neutral	Путешествие с Билайном читаем у алымова
negative	RT @shatcu: @megafonru 1, 2, 3 рубля в день.. да с каждого. Чтобы вам много стало, как в мульте, про золотую антилопу. Гомофон ущербный.
neutral	@AppleJesus сим-карту уже поменял, обновить настройки интернета от @Beeline_RUS ?
negative	Я только вчера вставила симку а мтс меню уже задолбал смс ками
positive	Я ощущаю шикарный инет мегафона
negative	"RT @shatcu: @megafonru Подскажите, у вас целый специальный отдел занят проблемой - ""как долго красть по чуть чуть, чтобы не замечали клиент…"
positive	У #МегаФон тариф интересный. У #МТС интернет за городом лучше. У #Билайн в городе LTE. У #ЕТК номер шикарный. Почему нельзя, что-то одно?
neutral	RT @shatcu: @megafonru А что у вас на картинке нарисовано? Порванный лимон? Недоеденное мороженое на палочке? Неведомая уйня? или что?
negative	"Или так решил Антон Носик? Может быть он готовит пост №2, 3, 4 с названиями ""Воровство в Билайне"", в ""Мегафоне"" и так далее??? СОМНЕВАЮСЬ."
neutral	Программа установки билайн модема - http://t.co/PgYbL9Jo0z.
neutral	@megafonru Мне нужно отключить старый «Интернет М» и подключить новый «Интернет М» (за годы он стал дешевле и выгоднее).
negative	Не пользуюсь услугами МТС и вам не советую. Постоянно обдерут, спишут непонятно за что, да и качество услуг оставляет желать лучшего.
neutral	Деньги на мтс http://t.co/W60QoYaCaA
neutral	RT @ru_mts: @Sad_ICON сеть 4G есть в г.Тольятти, но в коммерческую эксплуатацию еще полностью не запущена. ^СН #МТС
negative	лол в шахтёрске упала сеть мтс, все звонят друг другу)
neutral	Вчера Билайн нашел меня
negative	RT @podakuni: В салоне МТС меню: «Помощь в активации iPhone/iPad — 149 рублей» Я думал, эти времена уже прошли.
neutral	@ru_mts ок.спасибо.еще вопрос-симку надо менять на новую с поддержкой 4г?
neutral	@Shaman_Eugene некоторые SIM  старого образца необходимо будет заменить. ^СН #МТС
positive	Уиии Подключила безлимиточку)))) Билайн ай лав ю
neutral	@Ollenn69 по какой причине приняли данное решение? Будем признательны за подробную информацию. ^СН #МТС
neutral	@Metamorphine8 ты хоть заходи в тви иногда.:с Или бомжа кидай на мой МТС.
neutral	@Beeline_RUS отправил
neutral	Tele2 запустила принципиально новую тарифную линейку по самым низким ценам без скрытых условий для всех категорий абонентов.
positive	"будто как бы изменить цена ""классный"" возьми ""сверх мтс достоинство"
negative	Вчера положила 200 руб, а сегодня на счету у меня МИНУС 25 руб откуда? МТС
negative	RT @shatcu: @megafonru Всем пользователям!!! Проверяйте расходы номера!!! Новая услуга - РАДАР, списывает со счета 3 рубля в сутки у каждог…
positive	Гы-гы ))) Тебе вон МТС комменты уже пишет )))
negative	"RT @Andr_Aleks: ""Из-за неполадок на спутнике ABS-2 75E могут наблюдаться перебои в вещании некоторых каналов"", - сообщает БиЛайнТВ. И наблю…"
neutral	"RT @Yulduz_uz: Абоненты сотового оператора ""Билайн"" теперь могут установить в качестве гудка песню Ю.Усмановой ""Ташкент"". Narx:USD 0.72 SMS…"
negative	RT @KaFa721: @YevhenS Наверно таки ПРАВДА,патаму шо #МТС опять лежит,как и вчера когда шло наступление на #Дебальцево.Уже скоро - -#Кр.Луч …
positive	«МегаФон» увеличил покрытие 4G+ в Ставропольском крае http://t.co/VOvIlzOXMt
negative	— Гоги, я вчера на Билайн перешёл! — Вай, нах?
positive	Причем им удача улыбнулась, Мегафон ессно досудебно отозвал иск.
neutral	@frankie_aw да мтс самый нормас хз, мама сказала что там может билетов и не быть, но вообще мы в крас планируем, да
positive	за мтс спасибо:))))
negative	Друзья у кого сегодня неадекватно интернет от билайна работает ?
negative	Друзья у кого работает интернет от мегафона
neutral	@MegaFon_SZ_Help Здравствуйте! Я собираю гуманитарную помощь. Хочу сделать короткий смс-номер.Неделю как отправил вам письмо.Ничего внятного
neutral	звони в мегафон и проси открыть контентный *вроде так* счет. это бесплатно. на нем будет ноль.
neutral	RT @gukabavuqer: Официальный комментарий МТС-Украина относительно ситуации в Севастополе
neutral	В Вологде пройдет региональная выставка «Сделай сам».Вологда – Tele2, альтернативный оператор мобильной связи, примет участие в 6-ой регион
neutral	"В Вологде состоялась ""Октябрьская переделка"".Вологда – Tele2 вместе с жителями Вологды раскрасили в яркие цвета Октябрьский сквер. Проект о"
neutral	@megafonru @wormwood21 Также можете отправить SMS сообщение с интересующим Вас вопросом на  номер 0500.
neutral	#Безлимитка от 200 рублей #tele2 #rufollowback #followback #rt http://t.co/HKi1gkM48j
neutral	Фирма &amp;laquo;НИТА&amp;raquo; завершила поставку системы коммутации речевой связи (СКРС) &amp;laquo;Мегафон&amp;raquo; и пультов серии &amp;laquo;Пульт-А&amp;ra
neutral	@SellynaTS узнать список номеров, оформленных на Вас, можно при личном обращении в салон-магазин с удостоверением личности. ^СН #МТС
negative	RT @WhiteCapBoy: Что-то странное творится с сетями МТС в Екатеринбурге. Нестабилен интернет и связь пропадает
neutral	Завтра меня поздравит только мегафон! ;(
neutral	RT @riarip: На этом мое знакомство с новым интуитивно понятным интерфейсом личного кабинета Мегафона можно считать законченным http://t.co/…
neutral	За прошедший год количество торговых точек, реализующих комплекты подключения к сети Tele2, выросло на 10% по сравнению с 2012 годом.
neutral	Завтра по ходу кроме мегафона меня с днем рождения никто не поздравит(((
neutral	@kaoniisan если ситуация повторится -  пришлите нам эти данные: http://t.co/ETLqGM3mUP, проведем проверку. ^СН #МТС
positive	Вологда – Tele2 одержала победу в турнире по волейболу среди вологодских компаний и организаций, работающих в сфере связи
neutral	инструкции по использованию 3g модема мегафон http://t.co/7VdsePzVlU #мегафон #модема
negative	А также хочу напомнить гениальное про МОБИЛЬНУЮ связь Мегафон. Это не я придумал, это они сами написали http://t.co/CBsyp1eh2e
neutral	@klimtweet благодарим за информацию, проведём проверку  и свяжемся с Вами. ^СН #МТС
neutral	@ru_mts сообщите мне потом результат, пожалуйста.
negative	RT @riarip: А также хочу напомнить гениальное про МОБИЛЬНУЮ связь Мегафон. Это не я придумал, это они сами написали http://t.co/CBsyp1eh2e
neutral	http://t.co/YETzqL66ad СКАЧАТЬ ТОРРЕНТ БАЗА ДАННЫХ МТС
negative	RT @wena_falconer: Не пользуюсь услугами МТС и вам не советую. Постоянно обдерут, спишут непонятно за что, да и качество услуг оставляет же…
neutral	Экскурсия по Торжокскому узлу связи Ростелекома
negative	@MegaFon_CF_Help только что полностью отвалилась связь по адресу ул. Гайдара д.7
positive	Да уже месяц, как ушёл от смартс и пользую мтс.Ни каких заморочек нет.&amp;nbsp; Прищел в отдел МТС, заполнил заявление, оплатил 100р., дали ко
neutral	@kushnir72 проще купить акции билайна
neutral	Вологда – Tele2 сообщает о проведенных работах по расширению зоны покрытия и развитию сети дистрибуции к началу летнего сезона и периода от
neutral	Tele2 и «Ростелеком» объявляют об объединении мобильных активов на базе Tele2 и создании нового федерального сотового оператора.
negative	Сегодня ровно месяц, как я не смотрю сериалы.  Спасибо, ростелеком.
neutral	@oleg_trasher @Beeline_RUS позвони оператору, они тебе обновит подключение
negative	Друзья, задумываюсь о возможной смене оператора. МТС расстраивает отсутствием интернета в метро (зачастую даже... http://t.co/dVqrWt71RV
negative	Папа позвонил в МТС и отрубил мне мобильный интернет. Блядь, спасибо. я его с таким трудом подключила!!
neutral	видео инструкция по прошивке мтс вива http://t.co/1DdI4fSgC7 #прошивке #инструкция
negative	В Чечне подожгли офис Билайна.  Билайн. Живи на яркой стороне.
neutral	@megafonru добрый. Моя ошибка. Надо было после 0 еще нажать 6.
negative	Total collapse with@Beeline_RUS -связь в Москве не работает даже при 10 перегрузке всех settings.
negative	Писал уже и жалобы через форму обратной связи, и с колл-центром разговаривал, всё обещали сделать, а воз и ныне там @ru_mts
neutral	Сервис «Интерактивного ТВ» «Караоке» набирает популярность среди абонентов «Ростелекома» в Республике Марий Эл. С начала года жители Марий
neutral	Вологда – Tele2 вместе с жителями Вологды раскрасили в яркие цвета Октябрьский сквер. Проект объединил обычных вологжан, представителей вла
neutral	«Ростелеком» проводит федеральную акцию «Летние каникулы» для новых абонентов услуги «Домашний Интернет». До 1 сентября 2014 года можно бес
neutral	Об этом заявил заместитель директора макрорегиона &amp;laquo;Ростелеком&amp;raquo; на конференции, посвященной информатизации области. Подробнее.
neutral	@_Beeline_kz добрый вечер.  Как  можно проверить свой тариф?
neutral	@riarip @megafonru @MegaFonHelp скажи ребятам станции. У меня они эту проблему решили.
neutral	мтс банк саратов телефон http://t.co/ePFpn7FyBb
neutral	"Мне нравится ""Автопатруль приморских дорог [16+]"" на канале ""ОТВ-Владивосток"" #Интерактивное ТВ, #Ростелеком"
negative	RT @dancekivi: Я: -Вухуху, лето. Я могу посмотреть как можно больше сериалов. о/  Ростелеком: -Ага, размечтался.
negative	Если у вас #Мегафон и вы забыли что такое #GPRS, когда ничего не грузится, приезжайте в Благовещенскую и на Бугазскую косу
neutral	мобильная мегафон атс инструкция http://t.co/mYvMmE4fM3
negative	Ебучий мтс блять пидор ебанный Сам подключил мне услуг на 5000 рублей в день,сам снимает деньги  А я даже не знаю про их существование
neutral	В одном из салонов МТС в Комсомольске http://t.co/eUjhfgYemh
