sentiment	text 
neutral	кредит втб 24 ставрополь http://tco/jjlifvtape 
neutral	 @loreennalazaro: потребительский кредит наличные в сбербанк самара http://tco/4ubtjdr7sp 
neutral	взять кредитва сбербанк россия http://tco/osbr46yifh 
neutral	http://tco/ajyiu7mmwc сбербанк взять кредит наличные 
neutral	 @trubadur33: сбербанк не воровать просто этот деньги зависать ока вот у мы все так 
neutral	россельхозбанк курган кредит http://tco/vnmbykjysq 
neutral	кредит быстро альфа банк http://tco/cbp6pgx3oj 
neutral	надым банк уралсиб потребительский кредит http://tco/dvxmiv0ifo 
neutral	выдавать ли кредит сбербанк россия http://tco/nfzo4szg4l 
neutral	автокредит в райфайзен банк калькулятор http://tco/45mwcnxw6v 
neutral	http://tco/vdshfq1kq7 как получать кредит в банк втб 24 город владикавказ 
neutral	автосалон кредит сбербанк http://tco/kvskrpf58k 
neutral	райфайзенбанк в город москай система кредитование http://tco/pexddspudy 
neutral	автомобиль автокредит сбербанк http://tco/jq9kxpwsix 
positive	global finance признавать сбербанк онлайн хороший розничный интернет-банк в россия 
neutral	http://tco/lxzmhwi2cj взять кредит в втб 24 онлайн 
neutral	автокредит втб сбербанк http://tco/rqmulol5vq 
neutral	ипотечный кредитование сбербанк москва http://tco/uihceoj2y8 
neutral	@feelyatina @almoarkanarskii я через сбербанк онлайн оплачивать 
neutral	райфайзен банк заявка на кредитный карта http://tco/9lxjbqlmoo 
neutral	брать кредит в райффайзен http://tco/juvapunjvp 
neutral	кредитный отдел сбербанк иркутск ленин http://tco/qsgnhfe7dk 
neutral	россельхозбанк процент по кредит http://tco/2zgwfbxlth 
neutral	банк райффайзен ипотечный кредит http://tco/5k8cis9gkl 
neutral	кредит в альфабанка шелехов http://tco/r64v56alh7 
negative	невозможность своевременно вносить кредит банк москва http://tco/54xpnygzcn 
neutral	кредит втб 24 кострома http://tco/7nrtrwtsx5 
neutral	райффайзенбанк кредит в самара http://tco/hijr4haro6 
neutral	лизинговый кредитование в оао россельхозбанк http://tco/tz7yxb1ewe 
positive	если вдруг в дорога у вы заканчиваться наличный и нечего расплачиваться на азс то сбербанк всегда выручать вы сберб http://tco/bxoxtg3xej 
neutral	взять кредит в банк газпромбанк http://tco/nl2ivf89m5 
neutral	россельхозбанк казань кредит http://tco/ieu9mn02ip 
neutral	инструкция банк россельхозбанк http://tco/lb4uqqxdiz #банк 
neutral	пакет документ в сбербанк на кредит http://tco/kw40ezcu56 
neutral	авто кредит сбербанк санкт петербург http://tco/rqqgypaftv 
neutral	пролонгация кредит сбербанк с х производитель http://tco/rseoyhnwet 
neutral	калькулятор кредит наличные сбер банк http://tco/udgo511qtt 
neutral	кредитный карта альфа банк правило пользование http://tco/1ogqwz4m7t 
neutral	в семей про деньги кредит альфа банк http://tco/noabmecmol 
neutral	рефинансирование кредит россельхозбанк новосибирск http://tco/tdeiitbiqw 
neutral	кредит в банк сбербанк для преподаватель http://tco/7cfctdjime 
neutral	автокредит втб 24 оставлять заявка http://tco/ywmxic2vsm 
neutral	кредит на жилье россельхозбанк http://tco/qdfufbarvr 
neutral	http://tco/9j939urhof в россельхозбанк взять кредит пенсионер 
neutral	банк москва кредитный карта их преимущество http://tco/s8ikcspj5x 
neutral	оставаться карта альфа банка после кредит http://tco/6eokvxrx9b 
neutral	кредитный карточка альфабанк г краснодар http://tco/9mt5wakvpj 
neutral	потребительский кредит газпромбанк москва http://tco/npki4c1lsl 
neutral	волгоград втб 24 банк кредит http://tco/ivwioc7upe 
negative	продо не погасить кредит альфа банка http://tco/rg7tvlnwye 
neutral	формула льготный автокредитование сбербанк http://tco/loxacycywn 
neutral	http://tco/c73yvgivm4 газпромбанк оформлять кредит в нижний тагил 
neutral	сколько по время сбербанк одобрять кредит http://tco/iwg4rgs5uj 
neutral	кредит банк втб 24 http://tco/ppwkwnkgqg 
neutral	деньги в кредит на авто втб 24 http://tco/cix6d06bg3 
neutral	автокредит от банк втб 24 http://tco/8nm0gpzdox 
neutral	райффайзен банк список должник по кредит http://tco/a8swqqlm89 
neutral	тур в кредит с альфа банк 
neutral	http://tco/fzlidlerxa хотеть взять кредит втб 24 спб 
neutral	в махачкала задерживать подозреваемый в убийство глава местный отделение россельхозбанк 
neutral	кредитный продукт райфайзен банк г пермь http://tco/gs68egcec2 
neutral	sberbank ru автокредит 
neutral	уралсиб банк взять кредит http://tco/52roinhvxb 
neutral	ипотечный кредит 5 ставка банк москва http://tco/stvoyoypx6 
neutral	калькулятор ипотечный кредит втб 24 http://tco/juteixnoiv 
neutral	условие предоставление ипотечный кредитование сбербанк россия http://tco/h4qwgokmby 
neutral	как оформлять кредит в сбер банк http://tco/9zxq2h9odz 
neutral	платежок образец сбербанк госпошлина физический лицо http://tco/ienwuhnrqg #лицо #сбербанк 
neutral	россельхозбанк предлагать быстрый решение для свой клиент 
neutral	форд фокус новый кредит сбербанк http://tco/pfmwj1d3g9 
neutral	http://tco/s3ymv3be4s справка по форма банк сбербанк образец заполнение 
neutral	http://tco/30ecmsanmz сбербанк рязань кредит получать пенсионер 
neutral	кредит без залог банк райфайзен http://tco/ygi32xq1pv 
neutral	кредит на квартира в новостройка сбербанк http://tco/87t51uhoix 
neutral	график платеж по кредит сбербанк бланк http://tco/33bi1kmwgj #по #бланк 
neutral	ноутбук в кредит через сбербанк с http://tco/n7vhj8i0tz 
neutral	потребительский кредит сбербанк годовой обслуживание http://tco/5khhul2t5i 
neutral	кредит на жилье россельхозбанк рмэ http://tco/s43wgbcll2 
neutral	россельхозбанк документ на кредит бланк http://tco/bdry9p5sh7 #на #бланк 
neutral	кредитование малый бизнес в россельхозбанк рб http://tco/lasc58ztvi 
neutral	http://tco/oyv8q7shmj втб 24 взять кредит через интернет 
neutral	кредит в сбербанк в мама http://tco/yypgsosxfh 
neutral	инструкция режим торги т сбер http://tco/gm8whqv2ug #т #торги 
neutral	целевой программа россельхозбанк кредит под залог приобретать техника http://tco/uevwtjuyum 
neutral	кредит в газпромбанк белгород онлайн заявка http://tco/3p4bkwbscz 
neutral	http://tco/5yzlfbqbcy оформлять кредит в альфа банк в сочи 
neutral	получать кредит в банк москва http://tco/mutgzlkead 
neutral	потребительский кредит в втб 24 самара http://tco/xmqqvv3pd3 
positive	15 потребительский кредит в час выдавать сбербанк дальневосточник 
negative	 @qazevycifyl: власть сша в ночь на четверг вводить новый санкция против российский компания и банк включая вэб газпромбанк роснефть 
positive	global finance признавать сбербанк онлайн хороший розничный интернет банк 
neutral	райффайзенбанк миасс кредитный калькулятор http://tco/6ha8jf8utk 
positive	15 потребительский кредит в час выдавать сбербанк дальневосточник #r 
neutral	банк москва потребительский кредит в чебоксары http://tco/p7yzfz8wtn 
neutral	россельхозбанк кредит и процент http://tco/eezcok5ave 
neutral	 @xisebiwepuqo: банк москва закрывать сделка по продажа контрольный пакет акция&amp;#8230; 
neutral	инструкция клиент сбербанк установка http://tco/srectuzmjz по 
neutral	кредит в банк втб 24 http://tco/bduiktrvpr 
neutral	взять кредит наличные газпромбанк http://tco/bkqywl3s9v 
neutral	нецелевой ипотечный кредит сбербанк http://tco/9xi2dctrww 
neutral	россельхозбанк кредит на развитие сельский хозяйство http://tco/mmxav7v6jh 
neutral	http://tco/9szxajkzfl восколько год можно взять кредит в альфа банк 
neutral	инвест сбербанк как платить кредит http://tco/pgdmg07a8h 
neutral	расчетный калькулятор по кредит сбербанк россия http://tco/bwjvgoaolm 
neutral	бланк для перечисление через сбербанк http://tco/f3d6vkhzwt #сбербанк #бланк 
neutral	http://tco/7qxyxgvua4 сбербанк как взять кредит на неотложный нужда 
neutral	кредит на неотложный нужда в россельхозбанк в ярославль http://tco/z9fcaiavtt 
neutral	задолжник по кредит втб 24 http://tco/wi5ox1wbs9 
neutral	http://tco/xl1pja3bpp оформлять кредит на альфа банк 
neutral	заявление в банк о взыскание по исполнительный лист образец сбербанк http://tco/l7m4f6kvz7 #лист #по 
positive	 @vrcaa7faqe: сбербанк помогать свой должник построить керченский мост 
positive	 @gorbunovapalmes: втб размещать еврооблигация на 350 млн швейцарский франк банк втб через зарегистрировать в люксембург дочерний ко 
neutral	кредит в банк втб 24 http://tco/bvjnvdmzio 
neutral	банк москва онлайн заявка на кредит наличный http://tco/oecznxg3bq 
neutral	если забывать пароль на кредитный сбербанк http://tco/htqdrzqmmg 
neutral	отсрочка ипотечный кредит сбербанк http://tco/397thjlamz 
neutral	россельхозбанк уфа кредит http://tco/dm7pfoc96y 
neutral	россельхозбанк смоленск инвестиционный кредит процентный ставка http://tco/z618npknz2 
neutral	райффайзен банк кредитный отдел как позвонить туда http://tco/uzlvr4txna 
neutral	ипотечный кредитование в втб 24 http://tco/7euifososo 
neutral	райффайзен новогодный акция платить кредитный карта http://tco/w8ao5w71nz 
neutral	взять кредит в втб 24 узловой http://tco/xgssr3h2ce 
neutral	http://tco/dfhqwmxzwm как взять кредит в альфа банк в город омск 
neutral	как погасить кредит отп через сбербанк http://tco/zpqmdplb35 
negative	 @ura_ru: в курган прогреметь взрыв в сбербанк http://tco/sa1xoypfoe @sberbank 
neutral	образец заполнение анкета для получение кредит в сбербанк http://tco/tui3brvxdr 
neutral	льготный автокредитование сбербанк россия сочи http://tco/4qc8bncklr 
positive	в этот месяц мы бить весь рекорд по показатель :) в оставаться день до конец месяц можно расслабляться ) #alfabank 
neutral	начальник управление потребительский кредитование втб 24 http://tco/x9nlcvmvti 
positive	1 5 потребительский кредит в час выдавать сбербанк дальневосточник 
neutral	http://tco/hmb03blufd оформлять кредит россельхозбанк 
neutral	анкета на кредит в банк москва http://tco/x1hlwfrpxj 
neutral	рейтинг выдоча кредит втб 24 http://tco/rflvnltbr9 
neutral	@bm_twit банк москва отчитываться о первый результат в работа с региональный оператор http://tco/andktdnk3m #news #новость 
neutral	россельхозбанк белозерск ставка 9 9 по кредит http://tco/v5aunyvtmi 
negative	еще 222% потерять в капитализация сбербанк на финиш торги пятница показывать в итог недельный просадка на уровень 637% с начало июль темп 
positive	как хорошо что я не работать в #сбербанк http://tco/xunzkh6roa 
neutral	ставка кредит россельхозбанк для сельхозорганизация http://tco/nt6jktp12z 
neutral	кредитный отдел сбербанк смоленск http://tco/6rtrc9mese 
positive	выгодный путешествие с карта visa райффайзенбанк - волжский коммуна 
positive	журнал global finance признавать сбербанк онлайн хороший розничный интернет-банк в россия http://tco/fnv8pdlosg 
neutral	потребительский кредит для ипать в банк втб 24 http://tco/hrfsgh64pb 
positive	журнал global finance признавать сбербанк онлайн  хороший розничный интернет-банк в россия 
negative	 @6lack_cat: @ukraineua @levmartin альфа банк и сбербанк роssии работать в донецк как ни в что не бывать пора закрывать этот лавочка наф 
neutral	приходить менять мелочь @ikekcuk (@ сбербанк - @sberbank w/ 2 others) https://tco/q3bnuqdnfz 
negative	новость сбербанк рф кредитный ставка повышение http://tco/awsliblxl3 
neutral	подготовка к студенческий жизнь так и переть @ сбербанк россия дополнительный офис http://tco/opqwjmbxp9 
neutral	машина в кредит через сбербанк http://tco/nezi6lrtap 
negative	@i_am_africo @sberbank к ноготь она если гаркнуть они морда корчить но идти работать )) 
negative	@samuil_shpeller @sberbank зачем она б-г и так уже наказывать работа в #сбербанк’е :-))) 
neutral	@stenokardiya @vovan_bv13 вы че мой сбербанк грабить 
neutral	кредит доверительный сбербанк саратов http://tco/gjl8tpzefr 
negative	@i_am_africo @samuil_shpeller @sberbank значит тот кто работать на почта россия наказываетдьявол http://tco/epvnv1kskf 
positive	новость банк: поволжский сбербанк развивать сотрудничество с правительство оренбургский область  #банка #кредит 
negative	через интернет @sberbank не реагировать приходиться идти опять к они в офис ругаться 
neutral	банк москва калининград потребительский кредит http://tco/imhb8tewuo 
negative	прибыль российский банк в украина сокращаться http://tco/0augox8xui #альфа-банк #втб банк #проминвестбанк #сбербанк #сбербанк россия 
neutral	кредит наличный пенсионер сбербанк http://tco/pbopprw93r 
neutral	райффайзенбанк: новый решение цб рф иметь эффект внезапность - рбк http://tco/khvmdz7uto 
neutral	кредитный банк втб 24 в москва http://tco/bgakiv4vng 
negative	@alfa_bank и дистанционный обслуживание на такой сумма не очень работать если что 
neutral	банк уралсиб автокредит казань http://tco/rnsmtpmrgz 
positive	райффайзенбанк расширять сеть прием заявка на ипотека  #жилье #ипотека 
neutral	@oksikom конечно) сбербанк онлайн называться) 
negative	у @sberbank на вопрос в личный кабинет сберонлайн все равный отвечать обращаться в отделение в чем тогда смысл улучшеший 
neutral	условие кредит в россельхозбанк http://tco/5uqx5cfbky 
neutral	выгодный ли кредит россельхозбанк http://tco/rblesfur4w 
neutral	 @vmakeev: @alfa_bank @vkotovv мы не хотеть безопасность мы хотеть покупать фигня в интернет 
neutral	кредит в сбербанк россия http://tco/iht0eyqxfz 
neutral	банк втб 24 г омск потребительский кредит http://tco/dalfp9ow8r 
neutral	как взять кредит россельхозбанк http://tco/rkwh3m60kd 
neutral	как взять кредит в россельхозбанк на покупка жилье http://tco/m8rpm8s68b 
neutral	 @koffboy: цифра день: средний зарплата в газпромбанк превышать 375 тысяча рубль http://tco/xnqsg4kcca 
negative	@ifat76  но еще плохо - банк москва и втб - там совсем провал) сайт втб вообще работать пара день в неделя)) 
neutral	как закрывать кредитный карта в альфа банк http://tco/8fvfb8pqdp 
neutral	как подавать заявка на кредит в втб 24 http://tco/usw2hkvjw8 
neutral	кредит для физический лицо в райффайзен http://tco/eyhdzlgyy6 
positive	 @ilyanovo: потратить спасибо от сбербанк в магазин http://tco/6cpwnlnfve #сбербанк #спасибо #sb #sberbank #spasibo http://tco/dhb 
neutral	завка на кредит в альфа банк http://tco/cnu3czkcrb 
neutral	взять работать в газпромбанк @koffboy: цифра день: средний зарплата в газпромбанк превышать 375 тысяча рубль http://tco/t4ep9n4txs 
positive	global finance признавать сбербанк онл@йн хороший розничный интернет-банк в россия 
positive	объем розничный кредитование вырастать во второй квартал на 40% — сбербанк #r 
neutral	оформлять кредитный карта в альфа банк http://tco/kopgcnsjyd 
neutral	@sberbank ну вот в ваш отделение в тольятти делать по другой закрывать и открывать новый (управлять на 3 месяц) 
neutral	автокредит втб 24 ростов на дон http://tco/lkjus45hqp 
neutral	курс доллар в банк красноярск  /  / сбербанк россия 3475  3605  / отп банк 3450  3650  / газпромбанк 34 http://tco/wrnixiclfa 
positive	 @sberbank цифра день: 60 млн пользователь подключать услуга мобильный банк сб 
neutral	банковский pos терминал сбербанк инструкция для продавец http://tco/xnz49hddmf #продавец 
neutral	годовой отчет ита-монстр #крок: в прошлое #сбербанк и втб впереди робот и умный город:) http://tco/8dk54s3a0f 
neutral	банк уралсиб магнитогорск кредит http://tco/m6skrx9jeb 
neutral	кредит на квартира сбербанк омск http://tco/pxjsljwtks 
neutral	в линейка пиф появляться опиф фонд райффайзен - долговой рынок развитый страна 
neutral	пресс-релиз райффайзен капитал: предлагать новый консервативный стратегия инвестирование 
neutral	сложно ли получать кредитный карта альфа банк http://tco/lz8appn1ze 
neutral	россельхозбанк кредит под материнский капитал http://tco/c7e6bbkmyd 
positive	в воложин открываться кредитный центр банк втб: банк втб продолжать активно расширять свой сеть теперь восполь http://tco/zuy8v6gmgg 
neutral	@alfa_bank да а я 5-6 консультант другой причина говорить 
positive	#новость сбербанк россия аккредитовать много 10 тысяча новостройка: в база аккредитовый http://tco/t00zxanvtk #недвижимость 
neutral	россельхозбанк чебоксары кредит население 12 http://tco/mlcox0f0nj 
positive	 @tacyqobuhar: http://tco/f7opp1ddca сбербанк помогать свой должник построить керченский мост 
neutral	банкомат для погашение кредит втб 24 http://tco/fpfolwxxxk 
positive	журнал global finance признавать сбербанк онлайн хороший розничный интернет-банк россия а вы пользоваться наш онлайн услуга 
positive	http://tco/1nj0eigvjf журнал global finance признавать сбербанк онлайн хороший розничный интернет-банк в россия 
negative	@sberbank приложение глючать а так бы пользоваться постоянно 
positive	 @sberbank: журнал global finance признавать сбербанк онлайн хороший розничный интернет-банк россия а вы пользоваться наш онлайн услуга 
negative	террорист в луганск ограбить отделение райффайзен банк аваль 25 июль в 1200 двадцать человек вооруженный http://tco/dndyq0jjft 
negative	 @euromaydan: террорист в луганск ограбить отделение райффайзен банк аваль 25 июль в 1200 двадцать человек вооруженный http://t 
negative	закрывать весь счет не нужный я такой банк (@ альфа-банк - @alfa_bank) https://tco/ci16knxcol 
positive	@sberbank пользоваться все устраивать 
neutral	 @ildacxfpounds: россельхозбанк саратов адрес http://tco/8vcfski71k 
neutral	путешествие в вена для клиент premium banking райффайзенбанк 
negative	патамушт ище никто дамбас на калень ни ставел1 http://tco/45m4irdcit  бревик террористический лнр ограбить отделение райффайзен ба 
neutral	обналичивать деньги с кредитный карта альфа банк http://tco/6do8ib6zf6 
neutral	кредит на жилье без первоначальный взнос сбербанк http://tco/jbmann3kk1 
neutral	центр ипотечный кредитование сбербанк тула телефон http://tco/jssgugqa1b 
negative	в луганск террорист лнр ограбить райффайзен банк аваль на несколько миллион гривна — http://tco/qvkslkcags 
negative	нападение на сбербанк в курганский область 
positive	журнал global finance признавать сбербанк онлайн хороший розничный интернет банк в россия 
neutral	таунхаус в кредит втб 24 http://tco/iqxnhasjk9 
neutral	потребительский кредит сбербанк тюмень http://tco/i6npwhvfqi 
negative	банк москва закрывать свой офис в вологодский область 
neutral	какой процентный ставка по кредит в втб 24 http://tco/7lgiubwga7 
neutral	кредит под ноль альфа банк http://tco/g3pxkk1knk 
neutral	банк москва ставрополь кредит http://tco/4xpuhcwtag 
negative	 @inforesist: в луганск террорист лнр ограбить райффайзен банк аваль на несколько миллион гривна | info http://tco/qg8uaduok0 
negative	про сбербанк и отказ в жалобный книга - написать они на сайт с дата и имя и про тупость туда же можно написать 
neutral	кредит на свадьба в банк москва http://tco/wmvqsuln7j 
negative	в луганск террорист лнр ограбить райффайзен банк аваль на несколько миллион гривна http://tco/eogjc7lrei 
neutral	взять автокредит в райффайзен банк http://tco/uckts0epyq 
neutral	какой справка требоваться для получение кредит в сбербанк http://tco/bmddkenubd 
neutral	досрочный погашение кредит в втб 24 http://tco/gg3wfyfe9s 
negative	 @itass: сми: ес мочь вносить в санкционный список сбербанк и втб http://tco/yqjyaqtbic 
neutral	краснодарский край сбербанк россия ипотечный кредитование http://tco/t8vbsz8lcn 
negative	 @sensovita: @sberbank просто журнал не пользоваться ваш услуга никогда не искать тариф на ваш сайт и не быть дезинформировать ваш 
neutral	кредитный программа райффайзен банк аваль http://tco/bfjio3sm0g 
negative	итар-тасс: сми: ес мочь вносить в санкционный список сбербанк и втб http://tco/lavggsvk2j #украина 
neutral	@crazyzorg @alfabankby ураза-байрам же выходной 
neutral	уралсиб банк кредитный карта в подарок вкладчик http://tco/bnisjnifdj 
neutral	по какой адрес взять кредит в альфабанка http://tco/tpvduhwuro 
negative	ес мочь вносить в санкционный список сбербанк и втб http://tco/2eaqcnupgc 
neutral	 @ykioo7: потребительский кредит в втб 24 в ижевск http://tco/ou5a0aqw57 
negative	 @vinokurov12: ес мочь вносить в санкционный список сбербанк и втб http://tco/2eaqcnupgc 
negative	сми: ес мочь вносить в санкционный список сбербанк и втбновый санкция по данные газета резко ограничивать возможность крупный российс 
neutral	банк москва расписание работа http://tco/zteu8qsncb 
negative	 @tvrain: под санкция ес мочь попадать сбербанк и втб http://tco/iag8wqo5ig 
neutral	@77dim2003 @muhozhuk сбер уже столько раз обещать вносить в  список а в р-тот лупить по средний и мелкий 
negative	почему втб 24 не давать кредит http://tco/6lqnjfy4cq 
neutral	должностной инструкция работник россельхозбанк http://tco/fl1clz5t5i #должностной #работник 
negative	 @77dim2003: если сбер и втб реально попадать в санкционный список ес-быть реальный пипеци для сам банк и для их клиент(( 
neutral	бланк россельхозбанк http://tco/7m18lhixio 
neutral	как оформлять кредитный карта альфа банк через интернет http://tco/w34fyg2adv 
neutral	бланк платежный поручение сбербанк http://tco/nyxz01vscb 
negative	wsj: в список санкция ес быть включать сбербанк и втб 
negative	@vinokurov12 это точный но сбер то при чем он даже из крым уходить чтобы повод не быть удар прямой быть по миллион человек зачемглупо 
neutral	получать кредит пенсионер россельхозбанк в омск http://tco/kbt33yrb1z 
negative	газетаru - новость / wsj: в список санкция ес быть включать сбербанк и втб http://tco/kehrpr65vu с помощь @gazetaru 
negative	в ес предварительно согласовывать новый санкционный список включать сбербанк и втб | новость регион россия http://tco/kcunqopkpw 
neutral	потребительский кредит в магнитогорск сбербанк http://tco/8yo3svbw67 
neutral	газпромбанк руководство в новосибирск http://tco/hda6tptgzj #газпромбанк #новосибирск 
neutral	 @aperevaloff: сбербанк и втб - это серьезный по-взрослому уже запад быть запад все по план и системно step by step 
negative	 @krymrealii: сми: под санкция евросоюз мочь попадать крупный российский банк сбербанк и втб http://tco/51xhqn9zur #крымреалия 
negative	 @gazetaru: wsj: в список санкция ес быть включать сбербанк и втб #новость http://tco/xdp5pn7nvy 
neutral	 @pjatak: если санкция против сбер и втб то все капец макдональдс 
negative	 @dobrokhotov: сбербанк и втб под санкция - этот конец российский финансовый система http://tco/okwjwknlvn 
negative	 @serglvivua: в число юридический лицо попадать под новый санкция ес называть крупный российский банк - сбербанк и втб 
negative	ес мочь вносить в санкционный список сбербанк и втб http://tco/q7nhbjbl3y 
negative	ес мочь вносить в санкционный список сбербанк и втб http://tco/8abysyixun и еще 5 человек чей имя пока не называться ес не быть 
negative	29072014 00:01 : сбербанк и втб мочь оказываться в санкционный список #mol http://tco/72cq5eurpk 
neutral	состояние кредит в банк втб 24 http://tco/eax00q1xsl 
negative	wsj: в список санкция ес быть включать сбербанк и втб: евросоюз готовиться включать в санкционный список из-за http://tco/fbwtv0spz0 
negative	из газета: wsj: в список санкция ес быть включать сбербанк и втб 
negative	#ретвитень wsj: в список санкция ес быть включать сбербанк и втб: евросоюз готовиться включать в санкционный список из-за ситуация на  
negative	wsj: в список санкция ес быть включать сбербанк и втб: евросоюз готовиться включать в санкционный список из-за ситуация на украина в  
negative	новость: wsj: в список санкция ес быть включать сбербанк и втб 
negative	#sledui сбербанк и втб мочь оказываться в санкционный список евросоюз 
neutral	среднерусский сбербанк увеличивать эмиссия молодежный карта 
negative	в число юридический лицо попадать под новый санкция ес называть крупный российский банк - сбербанк и втб 
negative	 @pogrebnyakaa: сми: ес мочь вносить в санкционный список сбербанк и втб http://tco/rjuvcrr4yp 
neutral	давать ли сбербанк кредит на путешествие 
neutral	райфайзен банк волжский кредит http://tco/5psbdzjtta 
neutral	кредитный карта альфа банк в ижевск http://tco/ng2f3ruven 
negative	сми: ес мочь вносить в санкционный список сбербанк и втб http://tco/0ttwpnjnef 
neutral	банк втб 24 потребительский кредит отзыв http://tco/flnwu9zoha 
neutral	кредитный брокер сбербанк калуга http://tco/dfwdynv25w 
negative	 @echomsknews: сбербанк и втб мочь оказываться в санкционный список евросоюз http://tco/8dqrgkrzho 
negative	 @echomsknews: сбербанк и втб попадать в число компания против который евросоюз договариваться вводить санкция из-за ситуация на украина http 
neutral	банк москва кредит процент http://tco/xjdn0kkam2 
neutral	потребительский кредит россельхозбанк на преобретение жилье http://tco/uzxf1tpnmy 
negative	сми: в список санкция ес быть включать сбербанк и втб далее  
negative	сми: ес мочь вносить в санкционный список сбербанк и втб http://tco/vl5vpah4db 
negative	в список санкция ес быть включать сбербанк и втб 
neutral	телефон сбербанк россия москва кредит http://tco/hvldnxpwvb 
neutral	кредитный каркулятор втб 24 http://tco/3wmgcqebc1 
neutral	калькулятор расщитать авто кредит втб 24 http://tco/q9dqdpnya7 
negative	под санкция ес попадать крупный российский банк - сбербанк и втб  http://tco/1fxzerzsps 
neutral	 @kyzipidoxam: как взять кредит 50 т руб в альфа банк 
negative	ur-help1ru в список санкция ес быть включать сбербанк и втб:  http://tco/rsb5plkbua 
neutral	справка для оформление кредит поручительство сбербанк скачать http://tco/vqbv6ytwdl 
neutral	калькулятор автокредит банк москва http://tco/2sblld4dc4 
neutral	“@koffboy: бывать такой http://tco/hvdes1uqwy” #rw #sberbank 
neutral	как оплачивать кредит в валюта в альфа банк http://tco/yifsvsqnw5 
neutral	автокредит втб 24 г таганрог http://tco/eouvio4ajg 
negative	 @rayburncsuzanne: http://tco/yurlhcuc76 сбербанк и втб попадать под санкция евросоюз 
negative	wsj: в список санкция ес быть включать сбербанк и втб http://tco/mcji8d6der #instantfollow #autofollowback #ifollowback #instantfollowback 
neutral	образец справка по форма банк банк москва http://tco/z0emocadt4 
negative	яновость | финансы: wsj: в список санкция ес быть включать сбербанк и втб http://tco/kfptk1zwqv 
negative	яновость | блог: wsj: в список санкция ес быть включать сбербанк и втб http://tco/kfptk1zwqv 
negative	wsj: в список санкция ес быть включать сбербанк и втб  #новость 
neutral	образец кредитный договор по ипотека сбербанк http://tco/f6l7a9ej3z 
negative	“@dobrokhotov: сбербанк и втб под санкция - этот конец российский финансовый система http://tco/eq4cfhb01g” 
negative	в новый список санкция ес выходить сбербанк и втб http://tco/tw5ovuzlri 
neutral	бланк квитанция об оплата сбербанк http://tco/zeswo4nhml 
positive	сбербанк онлайн признавать хороший интернет-банк в россия много то сбербанк выигрывать в три номинация в рейтинг хороший банк в центр 
negative	 @euromaidanpr_ru: в новый список санкция ес выходить сбербанк и втб http://tco/tw5ovuzlri 
neutral	откуда сбербанк узн т что быть ещ кредит http://tco/gsfrl1xpgt 
negative	сми: в санкционный список ес мочь попадать сбербанк и втб - комсомольский правда 
negative	#новость сми: в санкционный список ес мочь попадать сбербанк и втб - комсомольский правда  #россия 
negative	сми: в санкционный список ес мочь попадать сбербанк и втб - комсомольский правда http://tco/raygji4zv1 #читать 
negative	сми: в санкционный список ес мочь оказываться сбербанк и втб 
negative	сми: в санкционный список ес мочь оказываться сбербанк и втб: европейский союз готовиться добавлять еще пять чело http://tco/pxllcvu3bc 
neutral	автокредит без справка о доход сбербанк http://tco/xkmh27wgxz 
neutral	справка о доход райфайзен банк http://tco/ltwjgaseos 
negative	сми: сбербанк и втб попадать в санкционный список ес 
negative	сми: сбербанк и втб попадать в санкционный список ес - сбербанк и втб мочь попадать в санкционный список евросоюз из-за ситуация на 
neutral	россельхозбанк воронеж кредитный калькулятор http://tco/qag9s7ylbq 
negative	под санкция ес попадать крупный российский банк - сбербанк и втб 
neutral	банк уралсиб в самара образовательный кредит http://tco/rugqivdnoa 
neutral	если не платить кредит в втб 24 http://tco/jpmgtl3j4m 
neutral	совершенствование бухгалтерский учет кредитный операция в оао россельхозбанк http://tco/nwpdbbpxtz 
negative	@bezobrazya сми: сбербанк и втб попадать в санкционный список ес: сбербанк  http://tco/ak8iimyfme #взаимныйфолловинг 
negative	@violamazurova сми: сбербанк и втб попадать в санкционный список ес: сберб http://tco/fiknmpfzgk #взаимныйфолловинг 
negative	@somviktoriy сми: сбербанк и втб попадать в санкционный список ес: сбербанк http://tco/37tsfo0hoe #взаимныйфолловинг 
negative	сми: сбербанк и втб попадать в санкционный список ес: сбербанк и втб мочь попадать в санкционный список евросоюз из-за ситуация на ук 
negative	# сми: сбербанк и втб попадать в санкционный список ес  #ff 
negative	# сми: сбербанк и втб попадать в санкционный список ес http://tco/4g4mhmsbr0 #followme 
negative	 @s_pjlowec: сбербанк и втб мочь попадать в санкционный список евросоюз из-за ситуация на украина это резко ограничивать деятельность кред 
neutral	справка о доход райффайзенбанк http://tco/elpjmjoj7v 
neutral	справка россельхозбанк потребительский кредит http://tco/1g9awry6n9 
neutral	кредит под нежилой помещение сбербанк http://tco/fk4tg9bhqp 
negative	сми: в санкционный список ес мочь попадать сбербанк и втб http://tco/p2xvadhl52 
neutral	красноуфимск процент кредит сроссельхозбанк http://tco/vvty8bskxd 
negative	#вмира под санкция ес попадать крупный российский банк - сбербанк и втб:  ес расширять список лицо к который быть прима  #путин 
neutral	адрес банк для кредит сбербанк http://tco/bo92terwf2 
