sentiment	text 
negative	оглохнуть не только #вк но и 3g от #мтс 
negative	@beeline_rus интернет билайн в волгоград по договор 60/70 мбит на дело 10/15 роутер и перезагружать и что только не делать почему так 
neutral	москва – tele2 россия альтернативный оператор мобильный связь выпускать первый социальный отчет 
neutral	директор tele2 владимир сергей орлов проводить экскурсия по офис 
neutral	москва – tele2 объявлять о перевод холдинговый компания под российский юрисдикция теперь весь дочерний структура оператор принадлежать ооо 
neutral	@lagazhan у ты быть мегафоновский или билайн 
neutral	 @beeline_rus: хотеть отписываться от рассылка давать мы знать    http://tco/rgeowimnyt http://tco/mv9gwqgfyq 
neutral	@beeline_rus спасибо хотя много бояться за интернет-трафик 
negative	не хотеть @megafonru работать решение вопрос нулевой без интернет 2-ой день а я ведь плакать последний раз связываться с этот компания 
positive	http://tco/mjhr79ytia два повод подключать скоростной интернет от ростелеком лето 
negative	а я не понимать шейпер @beeline_rus у мы теперь и пинг резать #москва #билайн http://tco/nvezmnrxla 
neutral	@kkkamina для отключение весь сообщение от услуга калейдоскоп выбирать: megafonpro – калейдоскоп – настройка – вещание – выкла вещание 
neutral	 @beeline_rus: @kommunar_ татьяна отправлять пожалуйста ваш номер и ссылка на твит на pomogite@beelineru - быть исправлять #билайн 
negative	а билайн билайн-то вернуть :( 
negative	beeline предупреждать абонент о новый случай спам 
negative	вчера тупой мтс опять ночь вырубать я инэт на мобил 
neutral	@ru_mts подсказывать пожалкйста иметься ли возможность при переезд в другой регион россия переходить на местный мтс с сохранение номер 
neutral	@89626657467 @nigga_nigga23 у я модем билайнчтоба качать 
negative	к черта такой выходной #мтс http://tco/5k5xhxjske 
neutral	e150 http://tco/oqkk6fu4kr huawei драйвер мтс 
negative	@mshanaev да этот к сожаление пока там не работать по мера развитие наш сеть и скидка быть доступный #билайн 
neutral	друг у кто быть на неделька мегафон модем выручать 
neutral	@sd0107 сергей здравствовать это на ваш номер телефон такой ответ поступать уточнять пожалуйста #билайн 
positive	@bobuk амедиатек хоть и бесить платить отдельно мегафонтв пробовать и понравиться 
neutral	@kommunar_ @beeline_rus а быть альтернативать каждый компания свой засада вначале вроде весь такой ”приветливый”а затем 
neutral	как настраивать интернет для мегафон в планшет и в тело подробный инструкция http://tco/r6c4yleisv #в #планшет 
neutral	подробный инструкция эксплуатация мтс975 http://tco/qy14o8vts0 #эксплуатация #подробный 
negative	@beeline_rus по-повод разглашение согласный но сколько я динамить с ответ по пол год ждать и дождаться получать обман 
negative	 @zazoobred: в москва -- полночь город засыпать между коломенский и орехово просыпаться #билайн 
negative	@megafonru 6) после выкрутасы #мегафон  наплевать на свой репутация отказываться сам и убеждать многий знакомый уходить к другой опсос 
negative	@before10am я сегодня приходить в мтс говорить: весь заявление я на смена оператор с сохранение номер не дождаться я ваш лте 
neutral	@dashkevich30 @megafonru п-сто попробовать сейчас 
neutral	@alexfly63 @kommunar_ @beeline_rus при 50 
positive	иногда ты нужно срочно написать смска в англия но у ты минус 115р спасибо @beeline_rus что выручать любить свой оператор :} 
neutral	новость: леонид парфенов становиться лицо рекламный кампания мегафон (видео) http://tco/owpqcj6ksl 
neutral	 @rywiqeqajok: билайн хелпер скачать http://tco/uly55wksau 
negative	@korova_mila да я все равный не очень переться по фотонька (но в любой случай мтс - уебки) 
neutral	доверительный на билайн http://tco/6gxw6duinz 
neutral	драйвер на модем мтс 3g cdma 450 http://tco/ilzbbfa6kt 
neutral	образец заявление о расторжение договор в ростелеком http://tco/otolv7zwa8 
neutral	инструкция по настройка роутер d-link dir-620 ростелеком http://tco/pnnsmmyzxc #по #роутер 
neutral	скачать игра на андроид мегафон http://tco/lcjdwy97hy 
neutral	 @extrimvrn: скачать база данные мтс http://tco/fhi47wiyj2 
neutral	@aliskyo здравствовать не допускать такой исход уточнять пожалуйста где возникать трудность с сеть (город улица дом) #билайн 
neutral	программа для андроид мтс http://tco/8ascminzii 
neutral	мтс воронеж руководство http://tco/ntavwjstyn #мтс 
neutral	инструкция как восстанавливать удаленный номер мтс оператор украина http://tco/d1mski3cra #восстанавливать #украина 
neutral	&amp;quot;ростелеком&amp;quot; 78 и 9 май предоставлять возможность ветеран и инвалид великий отечественный война а также приравнивать к они ж 
neutral	 @beeline_uz: друг от весь душа поздравлять вы с праздник рамазан хаит мир ваш дом тепло добро и благополучие http://tco/ 
neutral	прошивка приставка ростелеком http://tco/tghhkwrldv 
negative	мтс вообще охренеть походукакого хер у я -60только вчера 200 ложить # 
negative	мтс вчера сговариваться и рубануть я всени инет ни связь 
neutral	билайн приморье и сеть магазин технопоинт делать подарок покупатель http://tco/t8cpc7otk1 #vladivostok_city 
neutral	баланс в кредит теле2 казахстан http://tco/p8vutdhfwj 
neutral	 @karudagybaj: мтс запускать автоплатеж через яндексденьги 
negative	@megafonhelp москва не пользоваться спам надоедать платить по 1р не хотеть для весь остальной быть лк и ussd команда 
positive	теперь абонент tele2 мочь вызывать служба пожарный охрана полиция и скорый помощь по короткий номер 
positive	билайн приморье и сеть магазин технопоинт делать подарок покупатель  #sledui 
negative	нет у мы больше друг юра в мтс 
neutral	у мой знакомый на дача решать так - роутер зухель кинетикс с юсб туда подцеплять скайлинковский модем (мегафон в резерв) 
neutral	конкурент ростелеком выступать против предложение минкомсвязь сделать его единственный интернет-провайдер для государственный орган 
neutral	над псков прогреметь мегафон http://tco/nbcvorhf3q 
neutral	над псков прогреметь мегафон http://tco/537wmmguer 
neutral	над псков прогреметь мегафон http://tco/7oigrchzvi 
positive	&amp;laquo;мегафон&amp;raquo; запускать новый опция &amp;laquo;интернет за граница&amp;raquo; который помогать оптимизировать расход на передача данные в 
neutral	над псков прогреметь мегафон http://tco/y9pm92brbp 
neutral	над псков прогреметь мегафон 
positive	тариф компания tele2 для частный клиент признавать самый выгодный на российский рынок 
negative	строитель в сочи оборвать кабель ростелеком на 30 млн рубль 
neutral	#seo #fyseo_ru над псков прогреметь мегафон: мегафон запускать в пятница сеть lte в псков ранее у  #новость #яндекс 
neutral	# над псков прогреметь мегафон  #followback 
neutral	100% #followback над псков прогреметь мегафон  # 
neutral	#runews над псков прогреметь мегафон  #новость 
neutral	#iphone #android над псков прогреметь мегафон  #ipad #samsung 
positive	билайн приморье и сеть магазин технопоинт делать подарок покупатель 
neutral	деньги в кредит на теле2 http://tco/s8uuvcozr4 
neutral	 @lianbodnar: президент ростелеком калугин приобретать акция компания на 30 млн руб 
neutral	программа для прошивка модем мтс http://tco/udfkefegh6 
neutral	знакомство по телефон мтс: знакомство по телефон мтс http://tco/dlzary75se 
neutral	знакомство по телефон мтс: знакомство по телефон мтс http://tco/fhahmcuiuy 
neutral	знакомство по телефон мтс: знакомство по телефон мтс http://tco/svlmqgup5d 
neutral	знакомство по телефон мтс: знакомство по телефон мтс http://tco/mvkvmapnsy 
neutral	# сегодня я на экскурсия с цод уральский мегафон # 
negative	 @mikannodoame: мегафон нафиг ты издеваться я только вчера симка купить епт 
negative	рынок оценивать мтс на 10-15% ниже мегафон http://tco/jgvqonznj8 
neutral	билайн mf626 драйвер + модем для http://tco/gjmkc9pv0h 
neutral	beeline 7 http://tco/4zwsq6xoap windows драйвер 
neutral	услуга онлайма подтягивать до уровень ростелеком http://tco/l84kmqqpqj 
negative	сотрудник мегафон в то что на лысый гора скакать 3g/e обвинять apple ну хоть не дьявол и сказать что вообще это нормальный 
neutral	http://tco/6lsqsw8fga для скайлинк модем 300 http://tco/chd6pfyxez 
negative	мегафоновский yota - это уже совсем другой еврейский в плохой смысл интернет да не ценить мы прежний демократичный открытый yota увы 
neutral	@salty_1970 @polineli мтс русый там быть и значок вафля 
neutral	 @hapkotnkn: над псков прогреметь мегафон 
neutral	&amp;quot;мегафон&amp;quot; запускать в пятница сеть lte в псков ранее услуга в регион становиться доступный абонент мтс &amp;quot;вымпелком&amp;quot; пока г 
negative	#ps абаканский симка #мегафон включаться в #абакан странно выкидывать на фига такой вот федеральный оператор))) 
positive	мы повышать качество 15 эфирный телеканал в новосибирск #ростелеком #nsk http://tco/em6nh2ag8a http://tco/iyn25ojwen 
negative	@megafonru якутия в россия но интернет очень медленный подключать 2г за 560р - скорость никакой вернуть деньги село якокита 
positive	билайн приморье и сеть магазин технопоинт делать подарок покупатель  #teamfollowback 
neutral	мтс 970 astro black2white инструкция http://tco/pps0ctau10 #мтс 
neutral	инструкция роутер http://tco/lsrqrfembf мтс http://tco/rlgptv4dbp 
positive	мтс прослеживать за расход тепло и вода в тюменский область 
negative	я в ахуй почему утро интернет нихренный не работать #ростелеком 
neutral	3g модем мегафон черный цвет инструкция http://tco/exebd0sp9o #3g #мегафон 
positive	мтс запускать система поведенческий анализ корпоративный водитель 
neutral	 @hyaritis87: ростелеком разблокировать сайт приложение secret оператор связь &amp;amp;quot;ростелеком&amp;amp;quot; разблокировать доступ к сайт 
neutral	путин поручать ростелеком подключать к интернет садиться 
neutral	инструкция по установка и настройка интернет в компьютер теле2 в рк http://tco/u8nfgfars2 #инструкция #по 
negative	у я один вчера вечер не работать интернет (мтс) 
negative	у производитель сенсорный панель tpk обвалиться чистый прибыль #apple #мегафон 
negative	рынок оценивать мтс на 10-15% ниже мегафон 
positive	http://tco/ifmqzl9bae мегафон помогать контролировать расход на интернет за граница 
neutral	 @home_gadgets: над псков прогреметь мегафон 
neutral	@tayshet @sphinxgray ноте3 с привязка к мегафон за 13 тысяс 
negative	@mfsibirhelp @megafonru вот с покрытие похоже все плохо потому что весь остальной условие выполнять 
positive	 @voxuzoledemy: возможность быть онлайн - специфика работа требовать - очень радовать (теперь еще вафай-переносной-модем купить мегафоновский 
neutral	руководство по применение смартфон мтс 975 http://tco/wtcv4celdt #смартфон 
neutral	мегафон прогреметь над псков: мегафон запускать в этот пятница в псков сеть lte ранее услуга в регион бы http://tco/tsa0aythqv 
neutral	# мегафон прогреметь над псков 
neutral	мегафон прогреметь над псков: мегафон запускать в этот пятница в псков сеть lte ранее услуга в регион бы http://tco/elfdofyjbf 
negative	@beeline_dv вот почему нельзя просто устанавливать в южный мини станция как сделать дроператор на панфиловец 
neutral	драйвер мтс для роутер http://tco/utb1ykgp3k скачать + 
positive	вымпелком помогать акционер погасить конфликт с мтс http://tco/xmdddmehkz 
negative	ростелеком адсл  плакать по 1700р в месяц (хотя вроде по тариф 1500р) но начинать с первый апрель (с первый вроде  http://tco/2lk7j2ah5l 
negative	 @dumchero82: @kojarskaya1991 вчера 23 апрель текущий год сервис яндекс быть на некоторый время заблокировать ростелеком 
negative	 @seqemuqocug: @beeline_rus прочитывать свой твит/а на ваш почта я снова и снова гов что такой воровствопо мнение билайн законно что 
negative	 @dima_erykalov: весь три комплект форма сибирь на следующий сезон  (ох уж этот мерзкий мегафон) http://tco/dw5fim2x9y 
negative	какой же мегафон оказываться уебищный сука ни связь ни интернет блядь тверской 8 центр москва нет сеть 
negative	рынок оценивать мтс на 10-15% ниже мегафон - http://tco/nu3nnjoabi 
neutral	позади во тьма засыпать порывать ванавара составной рыжий ассоциация компания и самоходный служащий разработчик мегафон 
negative	рынок оценивать мтс на 10-15% ниже мегафон - http://tco/aqakgqfarp 
negative	@beeline_rus чего прослеживать сервис или работать или  у вы сплошной рекламный профанация как собственно и весь проект @beeline_rus 
neutral	приличный регламент и твердый этап вводить специальность обязательно конституционный проходить продажа перед мегафон в услуга 
negative	мтс сколько быть длиться безобразие с легкий платеж уже неделя слышать дежурная фраза:просить извинять за предстень удобство 
neutral	опера скачать теле2 http://tco/3cp6td6xza 
positive	спасибо @megafonru @megafonhelp за самый быстрый lte 
neutral	@vercha_ap уточнять пожалуйста номер мтс на который подключать опция постараться помогать разбираться ^сн #мтс 
neutral	ростелеком не пускать к власть // оператор и чиновник спорить о статус компания 
positive	@djvinilla если 3g то я билайн айнанэ кажется надо еще у @niktta спрашивать ее мнение в итог 
neutral	мегафон прогреметь над псков 
negative	@ru_mts номер 89141998908  вчера я отключать опция супер бит а сегодня с я за она снимать ежемесячный плата и опция везде как дома&gt;&gt;&gt; 
neutral	 @megafonkomipr: все весь весь с prекрасным prаздником prщика prщиками не становиться они рождаться 
negative	@ru_mts наконец то подключать за бонусный бал но уже после то как я включать платно много месяц она я не нужный позвонить&gt;&gt;&gt; 
neutral	мегафон прогреметь над псков http://tco/9spsycqyit #новость #news #лето 
neutral	я нравиться маша и медведь на канал мульт #интерактивный тв #ростелеком 
neutral	@donchik55grisha уточнять пожалуйста номер мтс с который осуществлять перевод постараться помогать разбираться ^сн #мтс 
neutral	@bromtula проверять пожалуйста @megafon_cf_help 
negative	сука мтс 
negative	а это только у я вчера-сегодня проблема с билайн 
neutral	@elenka2012 по данный обращение вестись проверка просить еще немного подождать приносить извинение за длительный ожидание ^сн #мтс 
neutral	@isaevdimka подключение производиться в течение сутки ^сн #мтс 
neutral	@ru_mts спасибо 
neutral	внимание опрос друг для тот у кто ростелеком      
neutral	внимание опросдрузьядль теху кто ростелеком 
neutral	внимание опрос друг для теху кто ростелеком # 
neutral	внимание / друг у я новый номер теперь мтс 8-911-329-08-10 
neutral	скачать программа билайн: скачать  программа билайн http://tco/bz4fewrhtj 
negative	@eshvedova2012 @nickvaluev мтс все не угомоняться ))) 
neutral	@kznbydlo приносить извинение за неудобство если сообщение до сей пора поступать - написать пожалуйста ваш номер мтс ^сн #мтс 
neutral	@vanchouzzz направлять данный техника чтобы все проверять связываться с вы по контактный номер по результат проверка #билайн 
neutral	@bad_master_777 если быть вопрос – писать мы @megafon_cf_help 
negative	серьезно зачем я свой отношение если я и так переживать за билайн другой оператор и их баба 
neutral	@megafon_cf_help вообще я здесь: http://tco/gt9xvzwjpd последний этаж окно на восток если это вообще помогать )) 
negative	в этот деревня не ловить мтс что я сказать блин коли где я лазить:-d 
neutral	наверное это не мегафон а мошенник я написать и хотеть с я получать деньги в россия же много такой мошенник 
positive	система поведенческий анализ корпоративный водитель быть запускать мтс http://tco/7egux5srex #транспорт #авто #водитель 
neutral	наш номер билайн для пожертвование +7-965-77-00-123 / остальной реквизит тут http://tco/qxzzhvksb8 http://tco/a2qnb6hi6d 
neutral	 @n_shvetsov: после намаз на выход раздавать бесплатный симка зареганый на левый юр лицо взять мтс и билайн :) 
neutral	@megafon_cf_help уверенный - там всегда такой проблема мочь съездить и проверять 
positive	мегафон снижать роуминговый цена в египет megafonru 
neutral	@megafon_cf_help спасибо для сведение - @tele2_ru там ловиться уверенно 
positive	@neymaar11jr ну почему-то с билайн на билайн смс норма доходит на мтс не мочь доходить 10 шт уже около 15 час чот падазритильный -- 
negative	@yu_ozhogina ахахахах бля мтс такой мтс 
negative	я казаться уже весь страна ненавидеть мужик петь в ванный из реклама мтс 
negative	мегафон сделать нормальный (хоть какой) блядь интернет в домодедово не расстраивать я сука 
negative	@sult в подольский район тоже инет отвратный звонить в мегафон каждый день 
neutral	ъ: ростелеком мешать становиться единственный интернет-провайдер для госорган 
negative	@subiekt находиться я связь не быломесяц уже кориора на граница держимя вот только в больница ненадолгода и сейчас связь плохаяи только мтс 
negative	 @sult: мегафон сделать нормальный (хоть какой) блядь интернет в домодедово не расстраивать я сука 
neutral	телефон мтс 970 алкатель инструкция http://tco/5wea8zvewh #мтс #инструкция 
neutral	теперь и на мтс 
neutral	оао ростелеком нижний тагил http://tco/ps6xrcahkj 
neutral	@vhomutov57 если нужный помощь чтобы разбираться в начисление то написать мы подробность указывать номер мтс ^сн #мтс 
negative	в личный кабинет билайн не находить свой деньги :( 
positive	 @nasvyazi: мегафон запускать корпоративный услуга контроль автопарк http://tco/5q6hgewcsc #насвязь 
negative	мегафон вы прекр знать я с23 сарата я по регион уста фишка мегафон ноутбук перест казаться наивна вернуть я похище вы 1500р за июнь москв 
negative	друг у вы билайн щас работать 
negative	компания мегафон заблокировать давать об уровень отток клиент - http://tco/7irlmwbqi6 г москва http://tco/bo0y7dfei2 # 
neutral	мегафон и он сеть платежный терминал: от железо до софт http://tco/j7dvsluz90 http://tco/vaztztircz 
neutral	быть у кто друг в билайн 
neutral	@fela_control проверять пожалуйста @megafon_sz_help 
neutral	@megafonru тот что в тариф за 390 р 
neutral	@other_days проверять пожалуйста @megafonhelp расходование трафик 
negative	@ru_mts откуда в тариф smart долг 145рубтариф не подразумевать кредит 
neutral	@sult проверять пожалуйста @megafonhelp 
neutral	вы уже знать про наш бесплатный приложение мегафон-навигация вы должный о он узнавать особенно если собир http://tco/czfqhriodr 
neutral	мтс как отключать смс инструкция http://tco/2esci3obnn #мтс #смс 
neutral	мтс размещать qr-код на территория приамурский зоосад 
negative	сайт мтс работать плохо чем интернет от мтс 
positive	мтс начинать эксклюзивный продажа смартфон huawei p7 
negative	мой результат ookla speedtest - http://tco/wq3gypafct пинг у мтс интернет огорчать 
neutral	@rik_mk4 сказать пожалуйста весь телефон по один адрес находиться пробовать тестировать работа этот sim в другой аппарат #билайн 
negative	проходить два год ничто не изменяться связь нет и это генеральный спонсор готовиться к олимпиада #мегафон 
neutral	@sashka321 @karkushaaa24 @selendirection @pagina_tania  кто в билайн работать)) 
neutral	инструкция по работа с планшет мегафон логин 2 http://tco/wure2idllk #мегафон #по 
neutral	мтс бланк заявление на смена владелец http://tco/seq8gkw2vn #мтс #на 
neutral	tele2 объявлять консолидировать финансовый и операционный результат деятельность компания за 9 месяц 2013 год 
neutral	ростелеком не пускать к власть - сотовик http://tco/c3g0zxrqgy 
negative	очередной отписка мегафон на отсутствие 3g покрытие пробовать iphone 5  и 5s разный симка и тп @megafonru http://tco/phw0qyb2je 
neutral	http://tco/xrhamrtw4b омтс начальник инструкция 
neutral	tele2 поддерживать популяризация объект культурный наследие вологодский область 
positive	абонент мтс смочь говорить за счет собеседник в роуминг 
negative	мтс гавно 12 час никакой образ не проходить платеж за интернет 
negative	теперь в россия три проблема: дурак дорога и билайн 
neutral	http://tco/vrs6fdafet adu для http://tco/kgiz7evl5n скайлинк драйвер 310a + 
neutral	 @fast_egoza: @tele2russia сейчас все работать 
negative	 @rubinoviy: закинуть деньги через киви-терминал на номер @rostelecom ждать полчаса связь дурацкаяденьги идти долго пора менять сотовый 
positive	мобильный интернет от мегафон становиться на шестдесят процент популярный: объем скачать данные в сеть уральск http://tco/cvgcoblhpv 
neutral	причина дисконт - украинский бизнес мтс уверять аналитик credit suisse 
positive	приморский абонент мтс мочь говорить за рубеж за счет собеседник для собеседник принимать вызов за свой счет стоимость минута б 
neutral	@megafonru москва http://tco/11uknmnsb7 
neutral	компания мобильный телесистема и приамурский зоосад он вп сысоев при поддержка министерство культура хабаровский край объявлять о зап 
neutral	не совсем понятный какой отношение иметь сайт @webitel к компания #мегафон  но быть такой мнение: http://tco/boaibmhmwx 
neutral	@muxa_bzzz уточнять пожалуйста ваш номер ^сн #мтс 
neutral	 @urblyjcash: пенсионный фонд microsoft инвестировать в яндекс и мегафон 
neutral	2804 http://tco/c6n6suv3di драйвер мтс 
positive	 @megafonvolga: автоматический анализ расход на сотовый связь и подбор тарифный план http://tco/nkxzrzriuy 
neutral	ростелеком не пускать к власть 
negative	 @che1i0s: мегафон 4g во франция отлично работет гигабайт тысяча под 100  руб выходить по мой по их расценка 
neutral	@s4490 @beeline_rus ага 
positive	после 2ы вкл/выкла самолетный режим на nexus 7 lte от мегафон зарабатывать как надо и сегодня работать с турбаза :) http://tco/bopyokssq3 
negative	жалоба / отзыв: ростелеком - не работать интернет | книга жалоба и отзыв доска позор претензия обзор жалоба отзыв | доскажалобрф 
positive	мтс проводить акселерационный программа для молодой инноватор http://tco/g5huerkxqh #news 
positive	мтс проводить акселерационный программа для молодой инноватор 
neutral	beecamp на бугазский коса: продлять лето с билайн http://tco/qn6dn1dejv 
neutral	интернет-магазин мтс в москва и подмосковье розничный сеть мтс - крупный в россия операторский ритейлер https://tco/wigvrgwk0e 
positive	я вчера мтс просто пожелать хороший день я обалдевать ахи 
positive	@ru_mts спасибо что отзываться на мой проблема:) 
negative	 @mars_oita: друзьяа кто-то еще не работать интернет на ростелеком 
neutral	@megafon_cf_help уже отправлять вы данные в лс 
neutral	платный подписка опять про мегафон http://tco/n4dl4p0wtl артем бардижа #plushevapps 
neutral	@_lis69_ какой-то олень в 8 утро позвонилговаривать он из билайнавопрос задаваль сразу понимать что это приколпоэтому просто вырубаться 
neutral	как получать кредит на tele2 http://tco/bvqsbhh3wu 
negative	@alisalokki не знать мочь опять телефон выключать плюс у мегафон в последний время сеть пропадать 
negative	задачка:   ограничение по траффика 15 гб мтс lte по весь россия потратить 87 гб  вопрос:  какой хрен в питер у я не грузило ничто 
positive	чем долго я с @beeline_rus  то создавать большой волна восторг 
neutral	инструкция по пользование смартфон мегафон логин2 http://tco/kdghj7ncsw #инструкция #логин2 
neutral	мтс сообщать об итог акселерационный программа направлять на поддержка молодежный стартапов в область информационный-коммуникационный т 
neutral	@plushev я лично попадать на подписка мегафон два раз симка  стоить в 3g модем второй месяц как заблокировать мегафон и тесть билайн 
neutral	работать — at мегафон http://tco/nhdioo77md 
negative	ад и мучение ты сраный пидорский убогий мтс ад и мучение 
neutral	http://tco/s1zkmw23m8 http://tco/rgreuzehqa драйвер для скачать мегафон-модем 
positive	tele2 расширять граница mnp 
negative	у @megafonvolga какой скорость у lte обычно у я чота пинг высокий и скорость как на edge 
negative	если вы подписывать без ваш ведомо на платный подписка то мегафон теперь срать ебать - это ваш проблема кароч 
neutral	о смска эээ но телефон так далеко от диван и наверняка это от мтс или реклама какой-то))))) 
negative	платный подписка опять про мегафон http://tco/w3l25v0ztj 
positive	@ru_mts  спасибо) 
negative	инет от билайн работать так медленно что я успевать поныть об это в твиттер пока загружаться страница 
negative	мда ответ smm специалист к мой пост про @megafonru http://tco/d4dbexlh5l хорошо вообще ничто не писать что так :-( 
positive	@ezh_666 мегафон в этот план  очень даже ничто 
neutral	mf30 мтс драйвер скачать http://tco/6lcnaojbm6 zte http://tco/otwt8qthrb 
negative	@plushev сейчас с @beeline_rus такой же ситуация дуть в ухо про то что он сам себя подключать подписка на короткий номер 
neutral	я до среда надо интернет на мегафон сделать а я не мочь зад подымать и сходить в салон 
negative	@mahrhell билайн  не ловить в бурятия 
positive	клиент билайн в сибирь становиться задавать маленький вопрос http://tco/ccwg8kamwh 
positive	tele2 альтернативный оператор мобильный связь объявлять о запуск роуминг в сеть globe telecom inc (филиппины) и tacom (таджикистан) 
neutral	урбк екатеринбург 28072014 с начало год общий объем скачать данные в сеть уральский мегафон превышать 27 млн гигабайт при это 
negative	 @zadnica15: @_mcr_forever кушать брат кушать сейчас мегафон у мы к хуй зажиматься быть знать как всякий хуевый снимок толкать 
neutral	ездить типо на экскурсия в ростелеком 
negative	к интернет от мтс хотеться прикладывать подорожник 
positive	мтс инвестировать в развитие кировский область 
neutral	@ru_mts сказать пожалуйста как я из канада срочно получать детализация 
negative	 @bacchity84: человеческий скупость не знать граница мегафон - москва                                                lapot 
neutral	@deniskazan @azamataka @liligalimova это не таттелеком это ростелеком 
neutral	инструкция на планшет как подключать модем коннект мтс http://tco/iscs7vmjlj #планшет #инструкция 
positive	ростелеком вводить в коммерческий эксплуатация новый услуга защищать доступ в интернет из виртуальный частный сеть услуга предназначать 
positive	@beeline_rus спасибо за оперативный решение вопрос 
positive	мтс инвестировать более 670 млн руб в развитие телеком-инфраструктура кировский область http://tco/podrpglzaz 
neutral	@beeline_rus сервис быть или нет 
neutral	мой старый номер velcom/мтс уже не актуальный кто нужный новый  писать в лс ) 
negative	деньги идти на @rostelecom 4часа жееедать 
neutral	@pervushkin петр добрый день сейчас уточнять подробно об этот оборудование и отвечать вы #билайн 
neutral	драйвер zte http://tco/kxxercidna мтс mf30 
neutral	@insideiride давать мы все проверять написать пожалуйста ваш номер модем точный адрес и ссылка на твит на pomogite@beelineru #билайн 
positive	клиент билайн получать интернет на все 
neutral	интересноа усик уже пропиваться что-ль в реклама мтс 
positive	@mitthrawnyryodo: упс вот это да такой я не ожидать) #внезапно #халява #mts #porschecayenne http://tco/cv2kncuark 
neutral	@aapyla1990 если вы необходимый проверка качсвязибывать признательныесли вы написать мы этот информация: http://tco/etlqgm3mup ^ах #мтс 
positive	ростелеком повышать качество 15 эфирный телеканал в новосибирск - http://tco/ivqz0kmk7x 
neutral	работа не волк ;) #россия #рязань #работа @ контактный центр мтс http://tco/p8bgqdkjzw 
neutral	#summertime теперь можно поставлять на рингтон #мтс #билайн отправлять смс и готовый  а также http://tco/xcil3csdwf 
negative	#выводдня : сидеть в офис #ростелеком на 8 март — бесполезный трата время плохо чем очередь к терапевт 
neutral	@burlakovag если ситуация актуальный - просить написать номер договор и контактный номер для связь с вы ^сн #мтс 
neutral	@pizdec_prosto_ мы проверять цель звонок написать пожалуйста ваш номер телефон дата/время звонок и ссылка на твит на pomogite@beelineru 
neutral	мегафон путевка на олимпиада в сочи 
neutral	мегафон тарифный опция для путешествие по россия 
positive	новосибирский филиал ростелеком производить модернизация телекоммуникационный оборудование услуга интерактивный телевидение что позволять 
positive	все много подумывать о переход на билайн с сохранение номер так как каждый приезд к родные оборачиваться изоляция от внешний мир 
positive	да ну я тут через мтс сидеть симкас поддержка 4g  жоско быстрый инет 
neutral	компания мобильный телесистема (мтс) сообщать о подписание соглашение о социально-экономический сотрудничество с правительство кировский 
negative	я просить прощение у я уже давно apple а тут какой-то старомодный техника © президент билайн мучить powerpoint #мшпи #мшгп 
neutral	@megafon_sz_help у я не подключать опция подключать бит мини 
neutral	sms рассылка мтс http://tco/4fmvnvedyh 
neutral	речь про разговор с украинец  приезжать к мы на заработок билайн привет 
neutral	все на праздник двор от #ростелеком ведущий-аниматор alekseynezlobin http://tco/vpsy2f2wic 
neutral	@101pavel чтобы отказываться от участие в акция рекомендовать отправлять sms со словом стоп или stop на номер 4111 ^ах #мтс 
